Step,Value
43,0.00099871
46,0.00099862
72,0.00099784
95,0.00099715
159,0.000995229
168,0.000994959
230,0.000993097
235,0.000992947
256,0.000992317
274,0.000991776
309,0.000990725
311,0.000990665
319,0.000990425
422,0.000987331
461,0.000986159
475,0.000985739
537,0.000983875
564,0.000983064
580,0.000982583
587,0.000982373
635,0.00098093
648,0.000980539
662,0.000980118
672,0.000979817
715,0.000978524
723,0.000978284
772,0.00097681
786,0.000976389
788,0.000976329
803,0.000975877
809,0.000975697
837,0.000974855
946,0.000971575
972,0.000970792
973,0.000970762
979,0.000970581
1006,0.000969769
1015,0.000969498
1064,0.000968023
1067,0.000967932
1094,0.000967119
1105,0.000966788
1162,0.000965071
1181,0.000964499
1262,0.000962059
1317,0.000960402
1320,0.000960311
1334,0.00095989
1338,0.000959769
1386,0.000958322
1393,0.000958111
1415,0.000957448
1427,0.000957086
1437,0.000956785
1467,0.00095588
1492,0.000955127
1524,0.000954162
1553,0.000953287
1569,0.000952804
1585,0.000952322
1606,0.000951688
1641,0.000950633
1692,0.000949094
1710,0.000948551
1719,0.000948279
1733,0.000947857
1735,0.000947796
1738,0.000947706
1782,0.000946378
1827,0.000945019
1845,0.000944476
1854,0.000944204
1867,0.000943812
1870,0.000943721
1878,0.000943479
1918,0.000942272
1935,0.000941758
1948,0.000941366
2002,0.000939735
2037,0.000938677
2078,0.000937438
2097,0.000936864
2188,0.000934114
2200,0.000933751
2212,0.000933388
2232,0.000932784
2237,0.000932633
2238,0.000932602
2258,0.000931998
2263,0.000931847
2308,0.000930486
2320,0.000930123
2355,0.000929064
2390,0.000928006
2391,0.000927975
2393,0.000927915
2437,0.000926584
2454,0.000926069
2456,0.000926009
2461,0.000925858
2486,0.000925101
2487,0.000925071
2497,0.000924768
2499,0.000924708
2504,0.000924556
2533,0.000923679
2548,0.000923225
2554,0.000923043
2686,0.000919047
2741,0.000917381
2755,0.000916957
2790,0.000915897
2897,0.000912655
2968,0.000910503
3012,0.000909169
3039,0.00090835
3042,0.000908259
3100,0.0009065
3162,0.00090462
3197,0.000903558
3231,0.000902526
3245,0.000902101
3247,0.000902041
3248,0.00090201
3306,0.00090025
3377,0.000898095
3409,0.000897123
3450,0.000895878
3481,0.000894937
3601,0.000891291
3619,0.000890744
3621,0.000890683
3671,0.000889164
3727,0.000887462
3742,0.000887006
3794,0.000885424
3815,0.000884786
3820,0.000884634
3822,0.000884573
3865,0.000883265
3929,0.000881318
3957,0.000880466
3985,0.000879614
4037,0.000878032
4099,0.000876145
4110,0.00087581
4183,0.000873587
4197,0.00087316
4203,0.000872978
4228,0.000872216
4233,0.000872064
4264,0.00087112
4305,0.000869871
4318,0.000869474
4320,0.000869413
4401,0.000866945
4434,0.000865939
4493,0.00086414
4510,0.000863622
4531,0.000862982
4629,0.000859993
4665,0.000858894
4669,0.000858772
4677,0.000858528
4751,0.00085627
4789,0.00085511
4801,0.000854744
4803,0.000854683
4841,0.000853522
4853,0.000853156
4895,0.000851873
4963,0.000849796
4972,0.000849522
4975,0.00084943
5051,0.000847108
5053,0.000847047
5107,0.000845396
5135,0.000844541
5201,0.000842523
5240,0.00084133
5330,0.000838577
5346,0.000838088
5360,0.000837659
5421,0.000835793
5443,0.00083512
5516,0.000832885
5518,0.000832824
5550,0.000831844
5588,0.00083068
5661,0.000828444
5665,0.000828322
5680,0.000827862
5721,0.000826606
5724,0.000826514
5809,0.000823909
5826,0.000823388
5829,0.000823296
5863,0.000822254
5865,0.000822192
5872,0.000821978
5908,0.000820874
5929,0.00082023
5953,0.000819494
5964,0.000819156
5991,0.000818328
6011,0.000817715
6016,0.000817561
6122,0.000814309
6132,0.000814002
6182,0.000812467
6201,0.000811883
6214,0.000811484
6220,0.0008113
6233,0.000810901
6290,0.00080915
6313,0.000808444
6318,0.00080829
6342,0.000807553
6364,0.000806877
6377,0.000806478
6401,0.00080574
6497,0.00080279
6521,0.000802052
6575,0.000800392
6585,0.000800084
6604,0.0007995
6658,0.000797839
6697,0.000796639
6700,0.000796547
6712,0.000796177
6739,0.000795347
6743,0.000795223
6847,0.000792022
6855,0.000791776
6870,0.000791314
6967,0.000788327
6993,0.000787526
7015,0.000786848
7107,0.000784013
7115,0.000783767
7156,0.000782503
7217,0.000780622
7248,0.000779666
7312,0.000777692
7330,0.000777136
7340,0.000776828
7341,0.000776797
7360,0.000776211
7383,0.000775501
7402,0.000774915
7451,0.000773402
7461,0.000773094
7464,0.000773001
7479,0.000772538
7512,0.000771519
7610,0.000768492
7645,0.000767411
7688,0.000766082
7694,0.000765897
7761,0.000763826
7781,0.000763208
7789,0.000762961
7799,0.000762652
7834,0.000761569
7901,0.000759497
7933,0.000758507
7992,0.000756682
8027,0.000755599
8038,0.000755258
8050,0.000754887
8067,0.000754361
8181,0.000750831
8216,0.000749747
8222,0.000749561
8291,0.000747423
8335,0.00074606
8341,0.000745874
8364,0.000745161
8369,0.000745006
8378,0.000744727
8468,0.000741937
8471,0.000741844
8499,0.000740975
8509,0.000740665
8567,0.000738866
8602,0.00073778
8635,0.000736756
8636,0.000736725
8691,0.000735017
8696,0.000734862
8820,0.000731012
8823,0.000730918
8879,0.000729179
8886,0.000728961
8905,0.000728371
8908,0.000728277
8929,0.000727625
8936,0.000727407
8959,0.000726692
8976,0.000726164
8994,0.000725604
9000,0.000725418
9010,0.000725107
9056,0.000723677
9064,0.000723428
9227,0.000718357
9234,0.000718139
9261,0.000717298
9308,0.000715835
9317,0.000715555
9349,0.000714559
9370,0.000713905
9413,0.000712565
9416,0.000712472
9436,0.000711849
9443,0.000711631
9469,0.000710821
9539,0.000708639
9548,0.000708358
9555,0.00070814
9568,0.000707735
9590,0.000707049
9628,0.000705864
9658,0.000704929
9681,0.000704211
9699,0.00070365
9769,0.000701466
9841,0.000699219
9844,0.000699125
9884,0.000697876
9908,0.000697127
9973,0.000695097
10051,0.00069266
10056,0.000692503
10059,0.00069241
10085,0.000691597
10129,0.000690222
10145,0.000689721
10169,0.000688971
10186,0.00068844
10257,0.000686219
10277,0.000685593
10284,0.000685374
10397,0.000681838
10400,0.000681744
10421,0.000681087
10480,0.000679239
10490,0.000678926
10494,0.000678801
10523,0.000677892
10555,0.00067689
10556,0.000676859
10608,0.000675229
10625,0.000674696
10639,0.000674258
10655,0.000673756
10672,0.000673223
10712,0.000671969
10758,0.000670527
10759,0.000670495
10781,0.000669805
10788,0.000669586
10816,0.000668707
10826,0.000668394
10831,0.000668237
10842,0.000667892
10851,0.000667609
10865,0.00066717
10903,0.000665977
10906,0.000665883
10940,0.000664816
10944,0.00066469
10967,0.000663968
10973,0.00066378
10975,0.000663717
11015,0.000662461
11021,0.000662273
11034,0.000661864
11039,0.000661707
11103,0.000659697
11122,0.0006591
11131,0.000658817
11176,0.000657403
11199,0.00065668
11201,0.000656617
11202,0.000656586
11261,0.000654731
11273,0.000654353
11420,0.000649729
11473,0.00064806
11493,0.000647431
11524,0.000646455
11533,0.000646171
11550,0.000645636
11558,0.000645384
11567,0.0006451
11598,0.000644124
11637,0.000642895
11649,0.000642517
11672,0.000641792
11686,0.000641351
11688,0.000641288
11760,0.000639018
11874,0.000635423
11949,0.000633056
11970,0.000632393
11975,0.000632235
11989,0.000631793
12004,0.00063132
12011,0.000631099
12030,0.000630499
12042,0.00063012
12139,0.000627056
12165,0.000626234
12169,0.000626108
12185,0.000625602
12227,0.000624274
12291,0.000622251
12294,0.000622156
12310,0.00062165
12397,0.000618898
12406,0.000618613
12437,0.000617632
12459,0.000616936
12554,0.000613928
12626,0.000611647
12672,0.000610189
12700,0.000609302
12759,0.000607431
12775,0.000606924
12806,0.000605941
12835,0.000605021
12865,0.000604069
12878,0.000603657
12897,0.000603054
12940,0.000601689
12960,0.000601054
13018,0.000599212
13035,0.000598673
13062,0.000597815
13083,0.000597148
13095,0.000596767
13110,0.00059629
13114,0.000596163
13131,0.000595623
13167,0.000594479
13207,0.000593207
13208,0.000593175
13212,0.000593048
13240,0.000592158
13314,0.000589804
13350,0.000588659
13403,0.000586972
13407,0.000586845
13427,0.000586208
13476,0.000584648
13505,0.000583725
13547,0.000582387
13598,0.000580762
13613,0.000580284
13621,0.000580029
13627,0.000579838
13680,0.000578148
13683,0.000578052
13723,0.000576777
13748,0.000575979
13777,0.000575054
13811,0.00057397
13846,0.000572853
13869,0.000572119
13885,0.000571608
13938,0.000569916
13958,0.000569277
13961,0.000569181
13971,0.000568862
13977,0.00056867
13999,0.000567967
14081,0.000565347
14222,0.000560838
14228,0.000560646
14288,0.000558726
14289,0.000558694
14295,0.000558502
14304,0.000558214
14321,0.00055767
14333,0.000557286
14339,0.000557094
14398,0.000555205
14448,0.000553603
14495,0.000552097
14531,0.000550943
14555,0.000550174
14558,0.000550078
14633,0.000547673
14639,0.00054748
14669,0.000546518
14678,0.000546229
14682,0.000546101
14688,0.000545908
14747,0.000544015
14780,0.000542955
14781,0.000542923
14789,0.000542666
14793,0.000542538
14810,0.000541992
14874,0.000539936
14893,0.000539326
14926,0.000538266
14927,0.000538233
14951,0.000537462
15028,0.000534986
15091,0.00053296
15133,0.000531608
15137,0.00053148
15181,0.000530063
15200,0.000529452
15267,0.000527294
15325,0.000525426
15342,0.000524878
15348,0.000524684
15429,0.000522073
15457,0.00052117
15474,0.000520622
15476,0.000520557
15508,0.000519525
15539,0.000518525
15598,0.00051662
15741,0.000512001
15765,0.000511226
15774,0.000510935
15780,0.000510741
15826,0.000509254
15829,0.000509157
15848,0.000508542
15867,0.000507928
15980,0.000504271
15994,0.000503818
16057,0.000501778
16096,0.000500514
16117,0.000499834
16176,0.000497922
16189,0.0004975
16199,0.000497176
16203,0.000497047
16250,0.000495522
16322,0.000493187
16344,0.000492473
16361,0.000491921
16407,0.000490427
16441,0.000489323
16506,0.000487211
16560,0.000485456
16586,0.000484611
16591,0.000484449
16662,0.000482139
16666,0.000482009
16698,0.000480968
16747,0.000479373
16809,0.000477354
16810,0.000477322
16835,0.000476507
16844,0.000476214
16858,0.000475758
16900,0.000474389
16925,0.000473575
17067,0.000468943
17098,0.000467931
17132,0.000466821
17155,0.00046607
17193,0.000464829
17203,0.000464503
17240,0.000463294
17248,0.000463032
17262,0.000462575
17273,0.000462215
17291,0.000461627
17293,0.000461562
17316,0.00046081
17317,0.000460777
17318,0.000460744
17321,0.000460646
17340,0.000460025
17375,0.00045888
17392,0.000458324
17406,0.000457866
17427,0.000457179
17445,0.00045659
17455,0.000456262
17504,0.000454658
17544,0.000453348
17558,0.000452889
17564,0.000452693
17578,0.000452234
17587,0.000451939
17594,0.00045171
17595,0.000451677
17599,0.000451546
17624,0.000450727
17634,0.000450399
17654,0.000449743
17668,0.000449284
17704,0.000448103
17723,0.00044748
17772,0.000445873
17773,0.00044584
17805,0.000444789
17843,0.000443542
17954,0.000439895
17963,0.0004396
17979,0.000439074
17982,0.000438975
17991,0.000438679
18019,0.000437759
18053,0.00043664
18054,0.000436607
18066,0.000436213
18105,0.00043493
18130,0.000434107
18147,0.000433547
18191,0.000432098
18215,0.000431308
18237,0.000430583
18265,0.000429661
18319,0.000427881
18363,0.00042643
18452,0.000423494
18453,0.000423461
18540,0.000420588
18548,0.000420324
18593,0.000418837
18653,0.000416854
18714,0.000414836
18721,0.000414605
18750,0.000413645
18787,0.000412421
18804,0.000411858
18846,0.000410467
18894,0.000408877
18934,0.000407551
18959,0.000406723
18978,0.000406093
18983,0.000405927
19006,0.000405164
19028,0.000404434
19049,0.000403738
19096,0.000402178
19117,0.000401481
19154,0.000400252
19170,0.000399721
19228,0.000397793
19272,0.000396331
19276,0.000396198
19301,0.000395366
19486,0.000389208
19501,0.000388708
19504,0.000388609
19526,0.000387875
19532,0.000387675
19555,0.000386909
19580,0.000386075
19595,0.000385575
19635,0.000384241
19641,0.00038404
19655,0.000383573
19666,0.000383206
19675,0.000382906
19721,0.00038137
19728,0.000381136
19732,0.000381003
19738,0.000380802
19797,0.000378831
19824,0.000377929
19847,0.00037716
19917,0.000374819
19939,0.000374083
19972,0.000372978
19980,0.000372711
19989,0.000372409
19996,0.000372175
20036,0.000370835
20049,0.0003704
20054,0.000370232
20060,0.000370031
20063,0.000369931
20139,0.000367384
20140,0.00036735
20142,0.000367283
20184,0.000365874
20187,0.000365774
20218,0.000364734
20245,0.000363827
20248,0.000363727
20253,0.000363559
20309,0.000361678
20324,0.000361175
20333,0.000360872
20335,0.000360805
20374,0.000359494
20384,0.000359158
20398,0.000358688
20441,0.000357242
20463,0.000356502
20486,0.000355728
20527,0.000354348
20540,0.00035391
20541,0.000353876
20561,0.000353203
20563,0.000353136
20568,0.000352967
20579,0.000352597
20689,0.000348889
20690,0.000348856
20707,0.000348282
20711,0.000348147
20748,0.000346899
20779,0.000345853
20780,0.000345819
20783,0.000345718
20784,0.000345684
20823,0.000344367
20832,0.000344063
20856,0.000343252
20889,0.000342137
20913,0.000341326
20914,0.000341292
20950,0.000340075
20988,0.000338789
21028,0.000337436
21036,0.000337165
21037,0.000337131
21068,0.000336082
21077,0.000335777
21081,0.000335641
21145,0.000333473
21210,0.000331269
21233,0.000330489
21249,0.000329946
21317,0.000327638
21320,0.000327536
21325,0.000327366
21392,0.000325089
21410,0.000324478
21485,0.000321927
21524,0.000320599
21525,0.000320565
21601,0.000317977
21612,0.000317602
21682,0.000315216
21695,0.000314772
21724,0.000313783
21725,0.000313749
21766,0.000312349
21790,0.00031153
21796,0.000311325
21816,0.000310642
21822,0.000310437
21843,0.000309719
21849,0.000309514
21909,0.000307463
21968,0.000305444
22000,0.000304349
22007,0.000304109
22091,0.000301231
22221,0.000296772
22246,0.000295913
22259,0.000295466
22286,0.000294539
22293,0.000294298
22304,0.00029392
22309,0.000293748
22316,0.000293508
22317,0.000293473
22331,0.000292992
22359,0.000292029
22428,0.000289655
22431,0.000289551
22473,0.000288105
22508,0.000286899
22545,0.000285623
22636,0.000282484
22638,0.000282415
22652,0.000281931
22759,0.000278234
22766,0.000277991
22778,0.000277576
22827,0.000275881
22829,0.000275812
22840,0.000275431
22841,0.000275396
22846,0.000275223
22931,0.000272278
22934,0.000272174
22935,0.00027214
23081,0.000267073
23085,0.000266934
23086,0.000266899
23103,0.000266309
23118,0.000265787
23128,0.00026544
23139,0.000265057
23144,0.000264883
23149,0.000264709
23153,0.00026457
23159,0.000264362
23183,0.000263527
23193,0.000263179
23219,0.000262274
23221,0.000262204
23230,0.000261891
23264,0.000260707
23287,0.000259906
23321,0.000258721
23338,0.000258128
23362,0.000257291
23381,0.000256628
23395,0.000256139
23428,0.000254987
23541,0.000251038
23590,0.000249323
23651,0.000247187
23671,0.000246486
23682,0.000246101
23702,0.000245399
23762,0.000243294
23775,0.000242838
23812,0.000241538
23832,0.000240836
23843,0.000240449
23929,0.000237424
23939,0.000237072
24026,0.000234007
24080,0.000232103
24117,0.000230797
24119,0.000230726
24148,0.000229702
24187,0.000228324
24235,0.000226626
24283,0.000224927
24285,0.000224857
24293,0.000224573
24323,0.00022351
24346,0.000222695
24360,0.000222199
24417,0.000220177
24513,0.000216767
24558,0.000215166
24562,0.000215024
24622,0.000212887
24668,0.000211248
24698,0.000210178
24720,0.000209393
24728,0.000209107
24791,0.000206857
24850,0.000204747
24880,0.000203673
24896,0.0002031
24902,0.000202885
24935,0.000201703
24964,0.000200663
24978,0.000200161
25009,0.000199049
25048,0.000197648
25134,0.000194557
25207,0.000191928
25232,0.000191026
25245,0.000190558
25252,0.000190305
25254,0.000190233
25333,0.000187381
25392,0.000185247
25506,0.000181118
25521,0.000180573
25573,0.000178686
25600,0.000177704
25662,0.000175449
25687,0.000174539
25748,0.000172316
25776,0.000171294
25781,0.000171112
25813,0.000169943
25848,0.000168664
25864,0.000168079
25881,0.000167457
25922,0.000165956
25974,0.00016405
26016,0.000162509
26030,0.000161995
26046,0.000161408
26067,0.000160636
26076,0.000160305
26092,0.000159717
26095,0.000159606
26155,0.000157397
26156,0.000157361
26170,0.000156845
26280,0.000152785
26293,0.000152304
26304,0.000151897
26380,0.000149083
26394,0.000148564
26404,0.000148193
26410,0.000147971
26471,0.000145706
26513,0.000144144
26671,0.000138253
26709,0.000136831
26755,0.000135109
26757,0.000135034
26797,0.000133534
26798,0.000133497
26799,0.000133459
26815,0.000132859
26828,0.00013237
26830,0.000132295
26929,0.000128571
27068,0.000123321
27079,0.000122905
27143,0.000120479
27149,0.000120251
27155,0.000120023
27159,0.000119871
27160,0.000119833
27235,0.000116981
27275,0.000115457
27330,0.000113358
27439,0.000109184
27450,0.000108762
27458,0.000108455
27506,0.00010661
27530,0.000105686
27570,0.000104145
27573,0.000104029
27604,0.000102832
27614,0.000102446
27621,0.000102175
27635,0.000101634
27639,0.000101479
27696,9.93E-05
27716,9.85E-05
27719,9.84E-05
27740,9.76E-05
27826,9.42E-05
27917,9.07E-05
27919,9.06E-05
27951,8.93E-05
27969,8.86E-05
27992,8.77E-05
28106,8.32E-05
28252,7.74E-05
28278,7.64E-05
28286,7.61E-05
28322,7.46E-05
28377,7.24E-05
28439,6.99E-05
28452,6.94E-05
28461,6.90E-05
28544,6.57E-05
28573,6.45E-05
28612,6.29E-05
28677,6.03E-05
28892,5.14E-05
28971,4.81E-05
28997,4.70E-05
29019,4.60E-05
29038,4.52E-05
29058,4.44E-05
29063,4.42E-05
29079,4.35E-05
29091,4.30E-05
29107,4.23E-05
29134,4.11E-05
29202,3.82E-05
29236,3.68E-05
29251,3.61E-05
29262,3.56E-05
29264,3.55E-05
29272,3.52E-05
29277,3.50E-05
29310,3.35E-05
29367,3.10E-05
29439,2.78E-05
29472,2.64E-05
29479,2.60E-05
29488,2.56E-05
29538,2.34E-05
29541,2.32E-05
29562,2.23E-05
29574,2.17E-05
29593,2.09E-05
29612,2.00E-05
29748,1.35E-05
29829,9.56E-06
29830,9.51E-06
29834,9.30E-06
29864,7.78E-06
29878,7.05E-06
29883,6.79E-06
29896,6.11E-06
29929,4.33E-06
30000,0